Latitude (decimal degrees):	-21.673
Longitude (decimal degrees):	-42.080
Elevation (m):	65
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	2750.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230620:1703,1082262.5,514.99,34.35,23.67,0.34,0.0
20230620:1803,761145.0,370.99,24.72,23.54,0.41,0.0
20230620:1903,314380.0,180.99,13.51,23.46,0.48,0.0
20230620:2003,0.0,0.0,0.0,22.64,0.21,0.0
20230620:2103,0.0,0.0,0.0,21.49,0.28,0.0
20230620:2203,0.0,0.0,0.0,19.97,0.9,0.0
20230620:2303,0.0,0.0,0.0,17.25,1.31,0.0
20230621:0003,0.0,0.0,0.0,16.33,1.38,0.0
20230621:0103,0.0,0.0,0.0,15.91,1.31,0.0
20230621:0203,0.0,0.0,0.0,15.96,1.1,0.0
20230621:0303,0.0,0.0,0.0,16.19,0.97,0.0
20230621:0403,0.0,0.0,0.0,16.18,0.83,0.0
20230621:0503,0.0,0.0,0.0,15.88,0.83,0.0
20230621:0603,0.0,0.0,0.0,15.43,0.83,0.0
20230621:0703,0.0,0.0,0.0,15.6,0.69,0.0
20230621:0803,0.0,0.0,0.0,15.31,0.62,0.0
20230621:0903,0.0,0.0,0.0,15.08,0.69,0.0
20230621:1003,106122.5,83.0,7.05,14.91,0.62,0.0
20230621:1103,567655.0,282.99,18.84,15.87,0.21,0.0
20230621:1203,995995.0,467.99,29.41,19.38,0.28,0.0
20230621:1303,1316232.5,611.99,38.0,21.13,1.24,0.0
20230621:1403,1487667.5,694.99,43.5,22.29,1.59,0.0
20230621:1503,1502325.0,705.99,44.76,23.11,1.52,0.0
20230621:1603,1327892.5,624.99,41.45,23.68,1.31,0.0
20230621:1703,996077.5,469.99,34.37,23.97,1.17,0.0
20230621:1803,626560.0,304.0,24.75,23.97,0.97,0.0
20230621:1903,300657.5,170.0,13.55,23.76,0.69,0.0
20230621:2003,0.0,0.0,0.0,22.83,0.28,0.0
20230621:2103,0.0,0.0,0.0,21.89,0.48,0.0
20230621:2203,0.0,0.0,0.0,19.71,1.03,0.0
20230621:2303,0.0,0.0,0.0,17.29,1.45,0.0
20230622:0003,0.0,0.0,0.0,15.99,1.59,0.0
20230622:0103,0.0,0.0,0.0,15.67,1.59,0.0
20230622:0203,0.0,0.0,0.0,15.6,1.52,0.0
20230622:0303,0.0,0.0,0.0,16.03,1.31,0.0
20230622:0403,0.0,0.0,0.0,16.13,1.31,0.0
20230622:0503,0.0,0.0,0.0,16.46,1.17,0.0
20230622:0603,0.0,0.0,0.0,17.19,1.03,0.0
20230622:0703,0.0,0.0,0.0,17.51,1.03,0.0
20230622:0803,0.0,0.0,0.0,17.81,0.76,0.0
20230622:0903,0.0,0.0,0.0,17.63,0.62,0.0
20230622:1003,105435.0,83.0,7.01,17.45,0.41,0.0
20230622:1103,558332.5,281.99,18.8,18.43,0.21,0.0
20230622:1203,994812.5,466.99,29.38,20.61,0.9,0.0
20230622:1303,1304050.0,606.99,37.98,22.09,1.52,0.0
20230622:1403,1486622.5,694.99,43.49,23.13,1.86,0.0
20230622:1503,1510932.5,708.99,44.77,24.05,2.0,0.0
20230622:1603,1404865.0,659.99,41.47,24.5,1.86,0.0
20230622:1703,1169657.5,551.99,34.4,24.81,1.59,0.0
20230622:1803,797197.5,388.99,24.79,24.81,1.1,0.0
20230622:1903,335142.5,195.99,13.59,24.6,0.62,0.0
20230622:2003,0.0,0.0,0.0,23.43,0.34,0.0
20230622:2103,0.0,0.0,0.0,21.78,0.76,0.0
20230622:2203,0.0,0.0,0.0,20.12,0.97,0.0
20230622:2303,0.0,0.0,0.0,18.35,1.24,0.0
20230623:0003,0.0,0.0,0.0,17.39,1.38,0.0
20230623:0103,0.0,0.0,0.0,16.91,1.24,0.0
20230623:0203,0.0,0.0,0.0,17.59,1.1,0.0
20230623:0303,0.0,0.0,0.0,18.04,0.83,0.0
20230623:0403,0.0,0.0,0.0,17.7,0.62,0.0
20230623:0503,0.0,0.0,0.0,17.24,0.34,0.0
20230623:0603,0.0,0.0,0.0,16.72,0.21,0.0
20230623:0703,0.0,0.0,0.0,15.87,0.55,0.0
20230623:0803,0.0,0.0,0.0,15.34,0.55,0.0
20230623:0903,0.0,0.0,0.0,14.93,0.48,0.0
20230623:1003,104500.0,82.0,6.97,14.67,0.34,0.0
20230623:1103,538395.0,266.99,18.77,15.87,0.41,0.0
20230623:1203,823900.0,383.99,29.35,19.26,0.9,0.0
20230623:1303,1255155.0,582.99,37.96,21.1,1.24,0.0
20230623:1403,1384707.5,645.99,43.49,22.49,1.66,0.0
20230623:1503,1184755.0,553.99,44.78,23.48,1.86,0.0
20230623:1603,1346840.0,631.99,41.5,24.21,1.79,0.0
20230623:1703,1145127.5,539.99,34.44,24.71,1.59,0.0
20230623:1803,798325.0,388.99,24.84,24.79,1.24,0.0
20230623:1903,174350.0,98.0,13.64,24.72,1.03,0.0
20230623:2003,0.0,0.0,0.0,23.35,1.03,0.0
20230623:2103,0.0,0.0,0.0,21.02,1.24,0.0
20230623:2203,0.0,0.0,0.0,19.56,1.17,0.0
20230623:2303,0.0,0.0,0.0,19.14,0.97,0.0
20230624:0003,0.0,0.0,0.0,18.89,0.83,0.0
20230624:0103,0.0,0.0,0.0,19.08,0.62,0.0
20230624:0203,0.0,0.0,0.0,18.79,0.62,0.0
20230624:0303,0.0,0.0,0.0,18.51,0.69,0.0
20230624:0403,0.0,0.0,0.0,18.18,0.76,0.0
20230624:0503,0.0,0.0,0.0,17.79,0.83,0.0
20230624:0603,0.0,0.0,0.0,17.37,0.83,0.0
20230624:0703,0.0,0.0,0.0,17.02,0.9,0.0
20230624:0803,0.0,0.0,0.0,16.71,0.9,0.0
20230624:0903,0.0,0.0,0.0,16.41,0.97,0.0
20230624:1003,88550.0,62.0,6.94,16.22,0.83,0.0
20230624:1103,506605.0,251.99,18.74,17.62,0.55,0.0
20230624:1203,892650.0,418.99,29.33,20.64,0.83,0.0
20230624:1303,1301162.5,609.99,37.95,22.83,1.24,0.0
20230624:1403,1382342.5,650.99,43.49,24.35,1.66,0.0
20230624:1503,1443557.5,681.99,44.8,25.4,1.93,0.0
20230624:1603,1116335.0,527.99,41.53,26.0,1.86,0.0
20230624:1703,955377.5,453.99,34.48,26.33,1.72,0.0
20230624:1803,717172.5,350.99,24.88,26.33,1.31,0.0
20230624:1903,325215.0,188.99,13.69,25.85,0.97,0.0
20230624:2003,0.0,1.0,1.52,24.46,0.97,0.0
20230624:2103,0.0,0.0,0.0,22.21,1.1,0.0
20230624:2203,0.0,0.0,0.0,21.11,1.1,0.0
20230624:2303,0.0,0.0,0.0,20.44,1.03,0.0
20230625:0003,0.0,0.0,0.0,20.11,0.97,0.0
20230625:0103,0.0,0.0,0.0,20.21,0.76,0.0
20230625:0203,0.0,0.0,0.0,19.8,0.41,0.0
20230625:0303,0.0,0.0,0.0,19.51,0.55,0.0
20230625:0403,0.0,0.0,0.0,18.67,0.97,0.0
20230625:0503,0.0,0.0,0.0,17.68,1.1,0.0
20230625:0603,0.0,0.0,0.0,17.12,1.17,0.0
20230625:0703,0.0,0.0,0.0,16.63,1.17,0.0
20230625:0803,0.0,0.0,0.0,16.86,1.03,0.0
20230625:0903,0.0,0.0,0.0,17.49,0.83,0.0
20230625:1003,102657.5,85.0,6.9,17.33,0.62,0.0
20230625:1103,554592.5,279.99,18.71,18.15,0.41,0.0
20230625:1203,813532.5,383.99,29.31,21.47,0.69,0.0
20230625:1303,1230212.5,580.99,37.94,23.66,0.9,0.0
20230625:1403,1390070.0,661.99,43.5,25.17,1.1,0.0
20230625:1503,1059850.0,505.0,44.83,26.32,1.38,0.0
20230625:1603,1134265.0,539.99,41.57,26.88,1.59,0.0
20230625:1703,1059052.5,504.99,34.53,27.16,1.66,0.0
20230625:1803,343915.0,175.0,24.93,27.01,1.38,0.0
20230625:1903,209247.5,117.0,13.74,26.51,0.9,0.0
20230625:2003,0.0,1.0,1.57,25.5,0.14,0.0
20230625:2103,0.0,0.0,0.0,23.78,0.62,0.0
20230625:2203,0.0,0.0,0.0,21.68,1.1,0.0
20230625:2303,0.0,0.0,0.0,20.71,1.03,0.0
20230626:0003,0.0,0.0,0.0,20.13,0.97,0.0
20230626:0103,0.0,0.0,0.0,19.45,0.9,0.0
20230626:0203,0.0,0.0,0.0,19.33,0.69,0.0
20230626:0303,0.0,0.0,0.0,19.18,0.62,0.0
20230626:0403,0.0,0.0,0.0,19.13,0.55,0.0
20230626:0503,0.0,0.0,0.0,19.0,0.41,0.0
20230626:0603,0.0,0.0,0.0,18.81,0.14,0.0
20230626:0703,0.0,0.0,0.0,18.04,0.07,0.0
20230626:0803,0.0,0.0,0.0,17.41,0.34,0.0
20230626:0903,0.0,0.0,0.0,16.41,0.83,0.0
20230626:1003,99082.5,80.0,6.87,15.82,0.76,0.0
20230626:1103,550880.0,276.99,18.69,17.67,0.62,0.0
20230626:1203,970612.5,457.99,29.3,21.39,0.76,0.0
20230626:1303,1275670.0,601.99,37.94,23.74,1.03,0.0
20230626:1403,1440175.0,688.99,43.52,25.41,0.97,0.0
20230626:1503,1475045.0,711.99,44.86,26.58,0.9,0.0
20230626:1603,1368015.0,660.99,41.61,27.35,0.83,0.0
20230626:1703,1138060.0,549.99,34.58,27.74,0.76,0.0
20230626:1803,793842.5,392.99,24.99,27.7,0.97,0.0
20230626:1903,337700.0,198.99,13.8,27.36,1.03,0.0
20230626:2003,0.0,1.0,1.62,26.19,0.34,0.0
20230626:2103,0.0,0.0,0.0,24.85,0.48,0.0
20230626:2203,0.0,0.0,0.0,21.97,1.1,0.0
20230626:2303,0.0,0.0,0.0,20.44,1.17,0.0
20230627:0003,0.0,0.0,0.0,19.65,1.17,0.0
20230627:0103,0.0,0.0,0.0,19.46,1.1,0.0
20230627:0203,0.0,0.0,0.0,19.08,1.1,0.0
20230627:0303,0.0,0.0,0.0,18.37,1.1,0.0
20230627:0403,0.0,0.0,0.0,18.18,0.97,0.0
20230627:0503,0.0,0.0,0.0,17.8,0.76,0.0
20230627:0603,0.0,0.0,0.0,17.95,0.62,0.0
20230627:0703,0.0,0.0,0.0,18.2,0.48,0.0
20230627:0803,0.0,0.0,0.0,17.86,0.21,0.0
20230627:0903,0.0,0.0,0.0,17.76,0.07,0.0
20230627:1003,97130.0,77.0,6.85,17.67,0.07,0.0
20230627:1103,543730.0,274.99,18.67,18.52,0.48,0.0
20230627:1203,967037.5,455.99,29.29,21.11,0.69,0.0
20230627:1303,1265275.0,595.99,37.95,23.31,0.97,0.0
20230627:1403,1441302.5,683.99,43.54,24.94,1.31,0.0
20230627:1503,1483625.0,706.99,44.9,26.21,1.59,0.0
20230627:1603,1375605.0,655.99,41.66,26.97,1.59,0.0
20230627:1703,1142625.0,545.99,34.64,27.19,1.45,0.0
20230627:1803,787490.0,387.99,25.05,27.17,1.17,0.0
20230627:1903,336572.5,197.99,13.86,27.07,0.55,0.0
20230627:2003,0.0,1.0,1.68,25.98,0.28,0.0
20230627:2103,0.0,0.0,0.0,23.83,0.83,0.0
20230627:2203,0.0,0.0,0.0,22.19,1.03,0.0
20230627:2303,0.0,0.0,0.0,20.67,1.24,0.0
20230628:0003,0.0,0.0,0.0,19.95,1.24,0.0
20230628:0103,0.0,0.0,0.0,19.9,1.1,0.0
20230628:0203,0.0,0.0,0.0,20.04,1.03,0.0
20230628:0303,0.0,0.0,0.0,19.88,0.9,0.0
20230628:0403,0.0,0.0,0.0,19.57,0.83,0.0
20230628:0503,0.0,0.0,0.0,19.32,0.69,0.0
20230628:0603,0.0,0.0,0.0,18.94,0.62,0.0
20230628:0703,0.0,0.0,0.0,18.67,0.62,0.0
20230628:0803,0.0,0.0,0.0,18.35,0.62,0.0
20230628:0903,0.0,0.0,0.0,18.06,0.48,0.0
20230628:1003,96992.5,77.0,6.83,17.8,0.41,0.0
20230628:1103,546342.5,276.99,18.66,19.02,0.41,0.0
20230628:1203,973307.5,460.99,29.28,22.41,0.9,0.0
20230628:1303,1275340.0,601.99,37.96,24.34,1.24,0.0
20230628:1403,1456785.0,690.99,43.57,25.8,1.72,0.0
20230628:1503,1493002.5,710.99,44.94,26.85,1.93,0.0
20230628:1603,1391197.5,662.99,41.72,27.54,1.93,0.0
20230628:1703,1151562.5,549.99,34.7,27.88,1.86,0.0
20230628:1803,801460.0,394.99,25.11,27.81,1.52,0.0
20230628:1903,338910.0,198.99,13.92,27.49,1.1,0.0
20230628:2003,0.0,2.0,1.74,26.15,0.83,0.0
20230628:2103,0.0,0.0,0.0,24.1,0.83,0.0
20230628:2203,0.0,0.0,0.0,23.18,0.9,0.0
20230628:2303,0.0,0.0,0.0,22.04,0.9,0.0
20230629:0003,0.0,0.0,0.0,20.87,0.97,0.0
20230629:0103,0.0,0.0,0.0,20.31,0.9,0.0
20230629:0203,0.0,0.0,0.0,20.03,0.76,0.0
20230629:0303,0.0,0.0,0.0,19.47,0.62,0.0
20230629:0403,0.0,0.0,0.0,19.11,0.69,0.0
20230629:0503,0.0,0.0,0.0,18.82,0.69,0.0
20230629:0603,0.0,0.0,0.0,18.64,0.62,0.0
20230629:0703,0.0,0.0,0.0,17.64,0.62,0.0
20230629:0803,0.0,0.0,0.0,17.47,0.62,0.0
20230629:0903,0.0,0.0,0.0,17.41,0.55,0.0
20230629:1003,97377.5,78.0,6.81,17.43,0.55,0.0
20230629:1103,548597.5,277.99,18.65,18.68,0.34,0.0
20230629:1203,971327.5,460.99,29.29,22.23,0.62,0.0
20230629:1303,1267310.0,602.99,37.98,24.62,0.76,0.0
20230629:1403,1428927.5,690.99,43.6,26.37,0.62,0.0
20230629:1503,1453375.0,710.99,45.0,27.52,0.41,0.0
20230629:1603,1353797.5,656.99,41.79,28.26,0.83,0.0
20230629:1703,1021762.5,491.99,34.77,28.46,1.31,0.0
20230629:1803,769257.5,378.99,25.18,28.11,1.59,0.0
20230629:1903,226765.0,126.0,13.98,27.12,2.0,0.0
20230629:2003,0.0,1.0,1.8,25.59,2.21,0.0
20230629:2103,0.0,0.0,0.0,23.64,2.55,0.0
20230629:2203,0.0,0.0,0.0,22.18,2.62,0.0
20230629:2303,0.0,0.0,0.0,21.39,2.48,0.0
20230630:0003,0.0,0.0,0.0,20.66,2.21,0.0
20230630:0103,0.0,0.0,0.0,20.0,2.0,0.0
20230630:0203,0.0,0.0,0.0,19.65,1.79,0.0
20230630:0303,0.0,0.0,0.0,19.37,1.52,0.0
20230630:0403,0.0,0.0,0.0,18.92,1.03,0.0
20230630:0503,0.0,0.0,0.0,18.86,0.62,0.0
20230630:0603,0.0,0.0,0.0,18.64,0.48,0.0
20230630:0703,0.0,0.0,0.0,18.79,0.55,0.0
20230630:0803,0.0,0.0,0.0,18.56,0.48,0.0
20230630:0903,0.0,0.0,0.0,18.25,0.55,0.0
20230630:1003,80630.0,57.0,6.79,17.92,0.62,0.0
20230630:1103,0.0,0.0,0.0,18.84,0.55,0.0
20230630:1203,620977.5,294.0,29.29,20.41,0.55,0.0
20230630:1303,935302.5,438.0,38.0,21.87,0.83,0.0
20230630:1403,925705.0,436.0,43.65,22.88,0.9,0.0
20230630:1503,305635.0,155.0,45.06,23.31,0.97,0.0
20230630:1603,918280.0,433.0,41.85,23.47,1.03,0.0
20230630:1703,713735.0,338.0,34.84,23.38,1.31,0.0
20230630:1803,239442.5,125.0,25.25,23.09,1.59,0.0
20230630:1903,201767.5,110.0,14.05,21.72,1.66,0.0
20230630:2003,0.0,1.0,1.87,20.94,1.59,0.0
20230630:2103,0.0,0.0,0.0,20.28,1.52,0.0
20230630:2203,0.0,0.0,0.0,19.82,1.31,0.0
20230630:2303,0.0,0.0,0.0,19.63,1.24,0.0
20230701:0003,0.0,0.0,0.0,19.45,1.1,0.0
20230701:0103,0.0,0.0,0.0,19.35,0.76,0.0
20230701:0203,0.0,0.0,0.0,19.13,0.55,0.0
20230701:0303,0.0,0.0,0.0,18.91,0.48,0.0
20230701:0403,0.0,0.0,0.0,18.95,0.34,0.0
20230701:0503,0.0,0.0,0.0,18.78,0.34,0.0
20230701:0603,0.0,0.0,0.0,18.61,0.34,0.0
20230701:0703,0.0,0.0,0.0,18.2,0.28,0.0
20230701:0803,0.0,0.0,0.0,17.73,0.34,0.0
20230701:0903,0.0,0.0,0.0,17.16,0.41,0.0
20230701:1003,25850.0,23.0,6.78,16.96,0.62,0.0
20230701:1103,130240.0,74.0,18.64,18.29,0.34,0.0
20230701:1203,362065.0,178.0,29.31,19.79,0.21,0.0
20230701:1303,583605.0,277.0,38.03,20.94,0.76,0.0
20230701:1403,218322.5,115.0,43.7,21.72,0.9,0.0
20230701:1503,304535.0,154.0,45.12,22.37,0.69,0.0
20230701:1603,682770.0,325.0,41.93,23.01,0.69,0.0
20230701:1703,670670.0,320.0,34.92,23.51,0.69,0.0
20230701:1803,777810.0,376.99,25.32,23.38,0.62,0.0
20230701:1903,332997.5,188.99,14.12,23.19,0.41,0.0
20230701:2003,0.0,2.0,1.93,22.32,0.62,0.0
20230701:2103,0.0,0.0,0.0,21.24,1.31,0.0
20230701:2203,0.0,0.0,0.0,20.25,1.59,0.0
20230701:2303,0.0,0.0,0.0,19.3,1.72,0.0
20230702:0003,0.0,0.0,0.0,18.4,1.59,0.0
20230702:0103,0.0,0.0,0.0,17.76,1.31,0.0
20230702:0203,0.0,0.0,0.0,17.98,1.03,0.0
20230702:0303,0.0,0.0,0.0,18.41,0.76,0.0
20230702:0403,0.0,0.0,0.0,17.89,0.76,0.0
20230702:0503,0.0,0.0,0.0,17.51,0.69,0.0
20230702:0603,0.0,0.0,0.0,17.3,0.62,0.0
20230702:0703,0.0,0.0,0.0,16.65,0.76,0.0
20230702:0803,0.0,0.0,0.0,16.54,0.69,0.0
20230702:0903,0.0,0.0,0.0,16.34,0.62,0.0
20230702:1003,92785.0,73.0,6.78,16.18,0.62,0.0
20230702:1103,535947.5,269.99,18.64,17.64,0.41,0.0
20230702:1203,963600.0,451.99,29.32,20.53,0.9,0.0
20230702:1303,1270087.5,591.99,38.07,22.28,1.38,0.0
20230702:1403,1440175.0,672.99,43.75,23.88,2.07,0.0
20230702:1503,1435582.5,670.99,45.19,24.92,2.62,0.0
20230702:1603,1321677.5,616.99,42.01,25.26,2.76,0.0
20230702:1703,1090485.0,511.99,35.0,25.8,2.62,0.0
20230702:1803,665087.5,322.0,25.4,26.02,2.62,0.0
20230702:1903,127765.0,75.0,14.2,25.39,2.48,0.0
20230702:2003,0.0,4.0,2.0,23.9,2.21,0.0
20230702:2103,0.0,0.0,0.0,22.28,2.28,0.0
20230702:2203,0.0,0.0,0.0,21.11,2.28,0.0
20230702:2303,0.0,0.0,0.0,20.09,2.14,0.0
20230703:0003,0.0,0.0,0.0,19.3,1.93,0.0
20230703:0103,0.0,0.0,0.0,18.33,1.59,0.0
20230703:0203,0.0,0.0,0.0,17.34,1.31,0.0
20230703:0303,0.0,0.0,0.0,17.43,1.03,0.0
20230703:0403,0.0,0.0,0.0,17.74,0.76,0.0
20230703:0503,0.0,0.0,0.0,17.17,0.76,0.0
20230703:0603,0.0,0.0,0.0,16.58,0.76,0.0
20230703:0703,0.0,0.0,0.0,16.87,0.62,0.0
20230703:0803,0.0,0.0,0.0,16.58,0.55,0.0
20230703:0903,0.0,0.0,0.0,16.26,0.48,0.0
20230703:1003,91850.0,69.0,6.77,16.0,0.28,0.0
20230703:1103,554922.5,278.99,18.65,17.29,0.48,0.0
20230703:1203,927877.5,428.99,29.35,18.99,1.66,0.0
20230703:1303,896032.5,412.0,38.11,20.36,2.48,0.0
20230703:1403,474540.0,227.0,43.81,21.03,2.62,0.0
20230703:1503,845075.0,392.0,45.27,21.84,2.83,0.0
20230703:1603,1379565.0,634.99,42.1,21.91,2.55,0.0
20230703:1703,637587.5,300.0,35.09,21.97,2.41,0.0
20230703:1803,733865.0,347.99,25.48,22.02,2.55,0.0
20230703:1903,225857.5,121.0,14.27,21.06,2.76,0.0
20230703:2003,0.0,1.0,2.07,20.04,2.62,0.0
20230703:2103,0.0,0.0,0.0,19.07,2.28,0.0
20230703:2203,0.0,0.0,0.0,18.16,1.93,0.0
20230703:2303,0.0,0.0,0.0,17.16,1.52,0.0
20230704:0003,0.0,0.0,0.0,16.28,1.03,0.0
20230704:0103,0.0,0.0,0.0,16.41,0.76,0.0
20230704:0203,0.0,0.0,0.0,15.94,0.62,0.0
20230704:0303,0.0,0.0,0.0,15.09,0.62,0.0
20230704:0403,0.0,0.0,0.0,14.55,0.76,0.0
20230704:0503,0.0,0.0,0.0,14.01,0.83,0.0
20230704:0603,0.0,0.0,0.0,13.65,0.9,0.0
20230704:0703,0.0,0.0,0.0,13.16,0.9,0.0
20230704:0803,0.0,0.0,0.0,13.09,0.9,0.0
20230704:0903,0.0,0.0,0.0,13.31,0.83,0.0
20230704:1003,97900.0,74.0,6.77,14.06,0.55,0.0
20230704:1103,554812.5,275.99,18.67,15.3,0.34,0.0
20230704:1203,984390.0,456.99,29.37,17.17,0.34,0.0
20230704:1303,1302042.5,601.99,38.15,18.4,0.62,0.0
20230704:1403,1358087.5,628.99,43.88,19.28,0.97,0.0
20230704:1503,1273855.0,590.99,45.36,20.08,1.1,0.0
20230704:1603,1217947.5,562.99,42.19,20.37,1.38,0.0
20230704:1703,964645.0,446.99,35.18,20.78,1.45,0.0
20230704:1803,418165.0,203.0,25.57,20.71,1.52,0.0
20230704:1903,295955.0,158.0,14.35,20.0,1.66,0.0
20230704:2003,220.0,6.0,2.15,19.69,1.45,0.0
20230704:2103,0.0,0.0,0.0,19.15,1.38,0.0
20230704:2203,0.0,0.0,0.0,18.52,1.45,0.0
20230704:2303,0.0,0.0,0.0,17.55,1.38,0.0
20230705:0003,0.0,0.0,0.0,16.72,1.1,0.0
20230705:0103,0.0,0.0,0.0,16.91,0.83,0.0
20230705:0203,0.0,0.0,0.0,17.18,0.69,0.0
20230705:0303,0.0,0.0,0.0,16.69,0.62,0.0
20230705:0403,0.0,0.0,0.0,16.25,0.62,0.0
20230705:0503,0.0,0.0,0.0,15.88,0.69,0.0
20230705:0603,0.0,0.0,0.0,15.46,0.69,0.0
20230705:0703,0.0,0.0,0.0,14.48,0.9,0.0
20230705:0803,0.0,0.0,0.0,13.98,0.83,0.0
20230705:0903,0.0,0.0,0.0,14.05,0.69,0.0
20230705:1003,96855.0,74.0,6.78,14.2,0.41,0.0
20230705:1103,545875.0,272.99,18.68,16.17,0.0,0.0
20230705:1203,975947.5,454.99,29.41,19.16,0.83,0.0
20230705:1303,1297917.5,598.99,38.21,20.88,1.72,0.0
20230705:1403,1336500.0,618.99,43.96,22.13,2.14,0.0
20230705:1503,1331220.0,618.99,45.45,23.07,2.28,0.0
20230705:1603,1082537.5,504.0,42.29,23.39,2.28,0.0
20230705:1703,792082.5,372.0,35.27,23.33,2.0,0.0
20230705:1803,652795.0,313.0,25.66,23.33,1.72,0.0
20230705:1903,267492.5,144.0,14.43,22.7,1.17,0.0
20230705:2003,4757.5,10.0,2.22,22.13,0.41,0.0
20230705:2103,0.0,0.0,0.0,21.24,0.55,0.0
20230705:2203,0.0,0.0,0.0,19.44,1.03,0.0
20230705:2303,0.0,0.0,0.0,18.01,1.38,0.0
20230706:0003,0.0,0.0,0.0,17.11,1.52,0.0
20230706:0103,0.0,0.0,0.0,16.95,1.45,0.0
20230706:0203,0.0,0.0,0.0,17.0,1.31,0.0
20230706:0303,0.0,0.0,0.0,17.78,1.03,0.0
20230706:0403,0.0,0.0,0.0,18.32,0.76,0.0
20230706:0503,0.0,0.0,0.0,17.99,0.62,0.0
20230706:0603,0.0,0.0,0.0,17.62,0.48,0.0
20230706:0703,0.0,0.0,0.0,16.86,0.34,0.0
20230706:0803,0.0,0.0,0.0,16.27,0.34,0.0
20230706:0903,0.0,0.0,0.0,15.77,0.28,0.0
20230706:1003,96277.5,74.0,6.79,15.43,0.34,0.0
20230706:1103,543812.5,271.99,18.7,16.86,0.34,0.0
20230706:1203,969705.0,452.99,29.45,19.47,0.76,0.0
20230706:1303,1291895.0,600.99,38.27,21.17,1.17,0.0
20230706:1403,1484945.0,693.99,44.04,22.55,1.66,0.0
20230706:1503,1540302.5,719.99,45.55,23.6,2.21,0.0
20230706:1603,1426782.5,665.99,42.39,24.06,2.28,0.0
20230706:1703,1186185.0,554.99,35.37,24.07,2.0,0.0
20230706:1803,750832.5,360.99,25.75,24.04,1.59,0.0
20230706:1903,349855.0,194.99,14.52,24.12,1.52,0.0
20230706:2003,4702.5,10.0,2.3,23.17,0.55,0.0
20230706:2103,0.0,0.0,0.0,21.47,0.76,0.0
20230706:2203,0.0,0.0,0.0,20.02,0.9,0.0
20230706:2303,0.0,0.0,0.0,18.78,1.03,0.0
20230707:0003,0.0,0.0,0.0,17.74,1.03,0.0
20230707:0103,0.0,0.0,0.0,17.14,0.9,0.0
20230707:0203,0.0,0.0,0.0,16.99,0.76,0.0
20230707:0303,0.0,0.0,0.0,16.65,0.55,0.0
20230707:0403,0.0,0.0,0.0,16.36,0.55,0.0
20230707:0503,0.0,0.0,0.0,16.04,0.69,0.0
20230707:0603,0.0,0.0,0.0,15.55,0.76,0.0
20230707:0703,0.0,0.0,0.0,15.65,0.83,0.0
20230707:0803,0.0,0.0,0.0,15.01,0.97,0.0
20230707:0903,0.0,0.0,0.0,14.83,0.97,0.0
20230707:1003,99742.5,78.0,6.8,14.63,0.83,0.0
20230707:1103,567820.0,282.99,18.73,16.09,0.55,0.0
20230707:1203,995802.5,464.99,29.49,19.61,0.9,0.0
20230707:1303,1312905.0,611.99,38.33,21.79,1.31,0.0
20230707:1403,1502490.0,703.99,44.13,23.38,1.86,0.0
20230707:1503,1558012.5,729.99,45.65,24.5,2.48,0.0
20230707:1603,1453072.5,679.99,42.5,25.22,2.69,0.0
20230707:1703,1207305.0,566.99,35.48,25.61,2.48,0.0
20230707:1803,846422.5,408.99,25.84,25.64,2.14,0.0
20230707:1903,384642.5,217.99,14.6,25.41,1.79,0.0
20230707:2003,3410.0,9.0,2.37,24.1,0.76,0.0
20230707:2103,0.0,0.0,0.0,22.38,0.83,0.0
20230707:2203,0.0,0.0,0.0,21.07,0.97,0.0
20230707:2303,0.0,0.0,0.0,19.89,0.97,0.0
20230708:0003,0.0,0.0,0.0,19.03,1.03,0.0
20230708:0103,0.0,0.0,0.0,18.39,0.97,0.0
20230708:0203,0.0,0.0,0.0,18.11,0.83,0.0
20230708:0303,0.0,0.0,0.0,17.73,0.69,0.0
20230708:0403,0.0,0.0,0.0,17.51,0.41,0.0
20230708:0503,0.0,0.0,0.0,17.25,0.48,0.0
20230708:0603,0.0,0.0,0.0,16.72,0.9,0.0
20230708:0703,0.0,0.0,0.0,16.08,0.9,0.0
20230708:0803,0.0,0.0,0.0,15.46,0.97,0.0
20230708:0903,0.0,0.0,0.0,15.17,0.9,0.0
20230708:1003,86982.5,62.0,6.82,14.92,0.62,0.0
20230708:1103,542135.0,269.99,18.76,16.43,0.34,0.0
20230708:1203,982465.0,459.99,29.54,20.09,0.83,0.0
20230708:1303,1294590.0,605.99,38.4,22.42,1.17,0.0
20230708:1403,1467152.5,692.99,44.22,24.13,1.45,0.0
20230708:1503,1515745.0,718.99,45.77,25.53,1.79,0.0
20230708:1603,1403682.5,665.99,42.62,26.54,1.93,0.0
20230708:1703,1166935.0,554.99,35.59,27.27,1.93,0.0
20230708:1803,828960.0,404.99,25.94,27.59,1.86,0.0
20230708:1903,366657.5,208.99,14.69,27.62,1.86,0.0
20230708:2003,3355.0,9.0,2.45,26.46,0.48,0.0
20230708:2103,0.0,0.0,0.0,24.6,0.69,0.0
20230708:2203,0.0,0.0,0.0,23.1,0.9,0.0
