Latitude (decimal degrees):	-23.013
Longitude (decimal degrees):	-44.345
Elevation (m):	260
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	2750.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230605:0703,0.0,0.0,0.0,16.21,1.52,0.0
20230605:0803,0.0,0.0,0.0,15.77,1.66,0.0
20230605:0903,0.0,0.0,0.0,15.59,1.59,0.0
20230605:1003,38857.5,30.0,5.61,17.07,1.45,0.0
20230605:1103,490765.0,251.99,17.45,18.85,1.66,0.0
20230605:1203,926475.0,430.99,28.11,19.58,1.79,0.0
20230605:1303,1244595.0,575.99,36.89,20.79,1.38,0.0
20230605:1403,1395542.5,658.99,42.7,22.19,0.62,0.0
20230605:1503,1461350.0,690.99,44.4,23.1,0.97,0.0
20230605:1603,1402692.5,655.99,41.55,23.07,1.59,0.0
20230605:1703,1155825.0,538.99,34.86,22.92,1.72,0.0
20230605:1803,802285.0,382.99,25.5,22.5,1.93,0.0
20230605:1903,324720.0,177.0,14.48,21.87,2.0,0.0
20230605:2003,0.0,3.0,2.42,21.13,2.0,0.0
20230605:2103,0.0,0.0,0.0,19.79,1.72,0.0
20230605:2203,0.0,0.0,0.0,18.87,1.1,0.0
20230605:2303,0.0,0.0,0.0,18.47,0.34,0.0
20230606:0003,0.0,0.0,0.0,18.8,0.07,0.0
20230606:0103,0.0,0.0,0.0,18.68,0.41,0.0
20230606:0203,0.0,0.0,0.0,18.75,1.03,0.0
20230606:0303,0.0,0.0,0.0,17.87,1.45,0.0
20230606:0403,0.0,0.0,0.0,17.64,1.86,0.0
20230606:0503,0.0,0.0,0.0,17.92,1.93,0.0
20230606:0603,0.0,0.0,0.0,17.7,1.86,0.0
20230606:0703,0.0,0.0,0.0,17.34,1.52,0.0
20230606:0803,0.0,0.0,0.0,17.06,1.03,0.0
20230606:0903,0.0,0.0,0.0,17.44,1.24,0.0
20230606:1003,31157.5,26.0,5.53,17.98,1.24,0.0
20230606:1103,468792.5,238.99,17.35,18.35,1.86,0.0
20230606:1203,929527.5,429.99,28.01,18.92,2.21,0.0
20230606:1303,1210742.5,558.99,36.78,20.22,1.31,0.0
20230606:1403,1359875.0,640.99,42.59,21.09,0.34,0.0
20230606:1503,1383745.0,650.99,44.3,21.83,0.76,0.0
20230606:1603,1352670.0,627.99,41.47,21.79,1.59,0.0
20230606:1703,1105940.0,510.99,34.79,21.51,2.0,0.0
20230606:1803,739777.5,349.99,25.46,20.91,2.07,0.0
20230606:1903,312565.0,168.0,14.45,20.22,1.86,0.0
20230606:2003,3575.0,9.0,2.41,19.49,1.38,0.0
20230606:2103,0.0,0.0,0.0,17.89,1.17,0.0
20230606:2203,0.0,0.0,0.0,17.31,1.24,0.0
20230606:2303,0.0,0.0,0.0,17.8,1.24,0.0
20230607:0003,0.0,0.0,0.0,17.69,1.24,0.0
20230607:0103,0.0,0.0,0.0,17.49,1.24,0.0
20230607:0203,0.0,0.0,0.0,17.37,1.38,0.0
20230607:0303,0.0,0.0,0.0,16.99,1.52,0.0
20230607:0403,0.0,0.0,0.0,17.06,1.52,0.0
20230607:0503,0.0,0.0,0.0,17.01,1.17,0.0
20230607:0603,0.0,0.0,0.0,15.74,1.24,0.0
20230607:0703,0.0,0.0,0.0,16.17,1.59,0.0
20230607:0803,0.0,0.0,0.0,15.86,2.14,0.0
20230607:0903,0.0,0.0,0.0,15.5,2.48,0.0
20230607:1003,37345.0,29.0,5.44,15.37,2.69,0.0
20230607:1103,490600.0,247.99,17.26,15.87,2.83,0.0
20230607:1203,933570.0,425.99,27.91,16.63,2.69,0.0
20230607:1303,1277540.0,578.99,36.67,17.92,2.07,0.0
20230607:1403,1444272.5,664.99,42.48,19.63,1.52,0.0
20230607:1503,1479940.0,692.99,44.2,21.52,1.1,0.0
20230607:1603,1405057.5,657.99,41.39,22.02,1.1,0.0
20230607:1703,1150462.5,537.99,34.74,22.6,1.31,0.0
20230607:1803,796867.5,381.99,25.42,22.79,1.59,0.0
20230607:1903,339570.0,186.99,14.43,22.3,2.21,0.0
20230607:2003,220.0,6.0,2.4,20.78,2.07,0.0
20230607:2103,0.0,0.0,0.0,19.05,2.07,0.0
20230607:2203,0.0,0.0,0.0,18.74,1.86,0.0
20230607:2303,0.0,0.0,0.0,18.31,1.66,0.0
20230608:0003,0.0,0.0,0.0,18.24,1.79,0.0
20230608:0103,0.0,0.0,0.0,18.33,1.93,0.0
20230608:0203,0.0,0.0,0.0,18.35,2.14,0.0
20230608:0303,0.0,0.0,0.0,17.21,2.07,0.0
20230608:0403,0.0,0.0,0.0,16.41,2.0,0.0
20230608:0503,0.0,0.0,0.0,16.31,1.86,0.0
20230608:0603,0.0,0.0,0.0,15.88,1.79,0.0
20230608:0703,0.0,0.0,0.0,15.82,1.93,0.0
20230608:0803,0.0,0.0,0.0,15.58,2.0,0.0
20230608:0903,0.0,0.0,0.0,15.17,1.93,0.0
20230608:1003,38912.5,30.0,5.36,16.89,1.86,0.0
20230608:1103,475612.5,244.99,17.17,18.77,1.93,0.0
20230608:1203,913440.0,424.99,27.81,19.47,1.86,0.0
20230608:1303,1247427.5,574.99,36.57,20.58,1.66,0.0
20230608:1403,1401730.0,656.99,42.38,22.02,1.03,0.0
20230608:1503,1417735.0,676.99,44.11,23.17,0.34,0.0
20230608:1603,1340955.0,632.99,41.32,23.52,0.97,0.0
20230608:1703,1115262.5,522.99,34.69,23.63,1.52,0.0
20230608:1803,791560.0,379.99,25.39,23.49,1.93,0.0
20230608:1903,345675.0,192.99,14.42,22.85,2.07,0.0
20230608:2003,2310.0,8.0,2.4,21.2,2.0,0.0
20230608:2103,0.0,0.0,0.0,20.35,1.93,0.0
20230608:2203,0.0,0.0,0.0,19.35,1.59,0.0
20230608:2303,0.0,0.0,0.0,19.07,1.45,0.0
20230609:0003,0.0,0.0,0.0,18.96,1.59,0.0
20230609:0103,0.0,0.0,0.0,18.33,1.93,0.0
20230609:0203,0.0,0.0,0.0,17.33,2.07,0.0
20230609:0303,0.0,0.0,0.0,16.94,2.14,0.0
20230609:0403,0.0,0.0,0.0,16.72,2.21,0.0
20230609:0503,0.0,0.0,0.0,16.63,2.21,0.0
20230609:0603,0.0,0.0,0.0,16.53,2.07,0.0
20230609:0703,0.0,0.0,0.0,16.33,2.07,0.0
20230609:0803,0.0,0.0,0.0,16.08,2.21,0.0
20230609:0903,0.0,0.0,0.0,16.16,2.41,0.0
20230609:1003,34952.5,28.0,5.28,17.67,2.21,0.0
20230609:1103,472065.0,241.99,17.09,18.61,2.9,0.0
20230609:1203,907747.5,420.99,27.72,19.74,2.62,0.0
20230609:1303,1250370.0,574.99,36.47,21.03,2.14,0.0
20230609:1403,1427800.0,666.99,42.29,22.74,1.59,0.0
20230609:1503,1452577.5,691.99,44.02,24.15,0.83,0.0
20230609:1603,1349397.5,650.99,41.25,24.63,0.07,0.0
20230609:1703,1137400.0,540.99,34.64,24.88,0.83,0.0
20230609:1803,797802.5,386.99,25.37,24.66,1.31,0.0
20230609:1903,351945.0,198.99,14.41,23.82,1.45,0.0
20230609:2003,6050.0,11.0,2.4,22.71,1.86,0.0
20230609:2103,0.0,0.0,0.0,21.47,2.0,0.0
20230609:2203,0.0,0.0,0.0,19.99,2.14,0.0
20230609:2303,0.0,0.0,0.0,19.45,1.93,0.0
20230610:0003,0.0,0.0,0.0,18.82,2.14,0.0
20230610:0103,0.0,0.0,0.0,18.54,2.21,0.0
20230610:0203,0.0,0.0,0.0,18.15,2.28,0.0
20230610:0303,0.0,0.0,0.0,18.01,2.34,0.0
20230610:0403,0.0,0.0,0.0,17.99,2.34,0.0
20230610:0503,0.0,0.0,0.0,17.78,2.28,0.0
20230610:0603,0.0,0.0,0.0,17.46,2.21,0.0
20230610:0703,0.0,0.0,0.0,17.45,2.28,0.0
20230610:0803,0.0,0.0,0.0,17.25,2.41,0.0
20230610:0903,0.0,0.0,0.0,17.3,2.48,0.0
20230610:1003,36712.5,29.0,5.21,18.38,2.62,0.0
20230610:1103,466812.5,240.99,17.01,19.64,3.24,0.0
20230610:1203,902412.5,419.99,27.64,20.94,3.1,0.0
20230610:1303,1237967.5,569.99,36.38,22.49,2.83,0.0
20230610:1403,1404370.0,653.99,42.2,24.11,2.41,0.0
20230610:1503,1437232.5,678.99,43.95,25.56,1.86,0.0
20230610:1603,1362322.5,648.99,41.19,26.15,1.31,0.0
20230610:1703,1133165.0,542.99,34.6,26.51,0.9,0.0
20230610:1803,785565.0,385.99,25.35,26.67,0.97,0.0
20230610:1903,348232.5,198.99,14.4,26.03,1.31,0.0
20230610:2003,4647.5,10.0,2.4,24.54,1.66,0.0
20230610:2103,0.0,0.0,0.0,23.04,1.79,0.0
20230610:2203,0.0,0.0,0.0,20.91,1.86,0.0
20230610:2303,0.0,0.0,0.0,19.89,1.93,0.0
20230611:0003,0.0,0.0,0.0,19.78,2.07,0.0
20230611:0103,0.0,0.0,0.0,19.59,2.28,0.0
20230611:0203,0.0,0.0,0.0,19.33,2.34,0.0
20230611:0303,0.0,0.0,0.0,19.14,2.28,0.0
20230611:0403,0.0,0.0,0.0,19.0,2.14,0.0
20230611:0503,0.0,0.0,0.0,18.57,2.14,0.0
20230611:0603,0.0,0.0,0.0,18.4,2.21,0.0
20230611:0703,0.0,0.0,0.0,18.34,2.41,0.0
20230611:0803,0.0,0.0,0.0,18.34,2.62,0.0
20230611:0903,0.0,0.0,0.0,18.15,2.76,0.0
20230611:1003,34732.5,28.0,5.13,18.92,2.9,0.0
20230611:1103,464172.5,240.99,16.93,20.34,3.45,0.0
20230611:1203,906482.5,422.99,27.55,21.61,3.31,0.0
20230611:1303,1240855.0,571.99,36.3,23.02,3.03,0.0
20230611:1403,1405250.0,652.99,42.11,24.6,2.9,0.0
20230611:1503,1440752.5,677.99,43.88,26.17,2.48,0.0
20230611:1603,1373157.5,648.99,41.14,26.68,2.21,0.0
20230611:1703,1140617.5,541.99,34.57,27.19,2.0,0.0
20230611:1803,783997.5,383.99,25.33,27.36,1.86,0.0
20230611:1903,344657.5,196.99,14.4,26.65,1.72,0.0
20230611:2003,3410.0,9.0,2.41,24.71,2.14,0.0
20230611:2103,0.0,0.0,0.0,23.09,2.21,0.0
20230611:2203,0.0,0.0,0.0,21.41,2.34,0.0
20230611:2303,0.0,0.0,0.0,21.27,2.28,0.0
20230612:0003,0.0,0.0,0.0,20.98,2.28,0.0
20230612:0103,0.0,0.0,0.0,21.01,2.55,0.0
20230612:0203,0.0,0.0,0.0,20.79,2.69,0.0
20230612:0303,0.0,0.0,0.0,19.99,2.55,0.0
20230612:0403,0.0,0.0,0.0,19.63,2.41,0.0
20230612:0503,0.0,0.0,0.0,19.26,2.28,0.0
20230612:0603,0.0,0.0,0.0,19.12,2.28,0.0
20230612:0703,0.0,0.0,0.0,19.04,2.34,0.0
20230612:0803,0.0,0.0,0.0,18.95,2.21,0.0
20230612:0903,0.0,0.0,0.0,18.47,2.34,0.0
20230612:1003,36575.0,29.0,5.06,19.02,2.83,0.0
20230612:1103,378097.5,194.0,16.85,20.54,2.0,0.0
20230612:1203,631757.5,300.0,27.47,21.54,1.24,0.0
20230612:1303,991292.5,465.99,36.22,22.49,0.69,0.0
20230612:1403,1208515.0,572.99,42.04,23.59,0.55,0.0
20230612:1503,1409265.0,668.99,43.81,24.3,0.97,0.0
20230612:1603,1322255.0,622.99,41.09,24.58,1.45,0.0
20230612:1703,989175.0,464.99,34.54,24.72,1.93,0.0
20230612:1803,419127.5,206.0,25.32,23.95,2.34,0.0
20230612:1903,56870.0,40.0,14.4,22.89,2.21,0.0
20230612:2003,0.0,2.0,2.42,21.79,1.72,0.0
20230612:2103,0.0,0.0,0.0,20.34,1.24,0.0
20230612:2203,0.0,0.0,0.0,19.9,1.03,0.0
20230612:2303,0.0,0.0,0.0,20.06,0.97,0.0
20230613:0003,0.0,0.0,0.0,19.84,0.9,0.0
20230613:0103,0.0,0.0,0.0,19.95,0.62,0.0
20230613:0203,0.0,0.0,0.0,20.08,0.69,0.0
20230613:0303,0.0,0.0,0.0,19.92,0.55,0.0
20230613:0403,0.0,0.0,0.0,19.66,0.69,0.0
20230613:0503,0.0,0.0,0.0,19.62,1.24,0.0
20230613:0603,0.0,0.0,0.0,19.35,1.45,0.0
20230613:0703,0.0,0.0,0.0,19.01,1.59,0.0
20230613:0803,0.0,0.0,0.0,18.94,1.72,0.0
20230613:0903,0.0,0.0,0.0,18.93,1.72,0.0
20230613:1003,30910.0,26.0,4.99,19.45,1.79,0.0
20230613:1103,220275.0,116.0,16.78,20.17,1.59,0.0
20230613:1203,840482.5,396.99,27.4,21.47,1.38,0.0
20230613:1303,1138472.5,532.99,36.14,22.15,0.83,0.0
20230613:1403,703175.0,334.0,41.97,22.53,0.48,0.0
20230613:1503,1279877.5,600.99,43.75,22.93,1.03,0.0
20230613:1603,1002705.0,469.0,41.05,22.96,1.38,0.0
20230613:1703,696657.5,328.0,34.52,22.67,1.86,0.0
20230613:1803,381865.0,188.0,25.31,22.33,2.07,0.0
20230613:1903,202152.5,110.0,14.4,21.79,2.14,0.0
20230613:2003,0.0,1.0,2.44,21.06,2.0,0.0
20230613:2103,0.0,0.0,0.0,20.2,1.59,0.0
20230613:2203,0.0,0.0,0.0,20.64,1.03,0.0
20230613:2303,0.0,0.0,0.0,20.5,1.03,0.0
20230614:0003,0.0,0.0,0.0,20.52,0.76,0.0
20230614:0103,0.0,0.0,0.0,20.66,0.9,0.0
20230614:0203,0.0,0.0,0.0,20.63,0.83,0.0
20230614:0303,0.0,0.0,0.0,20.35,0.83,0.0
20230614:0403,0.0,0.0,0.0,20.16,0.83,0.0
20230614:0503,0.0,0.0,0.0,20.14,0.9,0.0
20230614:0603,0.0,0.0,0.0,20.12,0.62,0.0
20230614:0703,0.0,0.0,0.0,20.05,0.55,0.0
20230614:0803,0.0,0.0,0.0,20.02,0.76,0.0
20230614:0903,0.0,0.0,0.0,19.81,1.1,0.0
20230614:1003,3547.5,9.0,4.93,20.32,1.24,0.0
20230614:1103,47685.0,35.0,16.71,20.51,0.76,0.0
20230614:1203,122375.0,71.0,27.33,20.5,0.76,0.0
20230614:1303,122320.0,71.0,36.07,20.79,1.31,0.0
20230614:1403,100732.5,61.0,41.9,21.02,1.1,0.0
20230614:1503,178475.0,97.0,43.7,21.63,0.9,0.0
20230614:1603,1274707.5,589.99,41.02,21.13,1.31,0.0
20230614:1703,1046732.5,484.99,34.51,20.87,1.24,0.0
20230614:1803,86157.5,54.0,25.31,20.7,1.24,0.0
20230614:1903,23622.5,22.0,14.42,20.14,1.24,0.0
20230614:2003,2365.0,8.0,2.46,19.78,0.9,0.0
20230614:2103,0.0,0.0,0.0,19.6,0.69,0.0
20230614:2203,0.0,0.0,0.0,19.95,0.48,0.0
20230614:2303,0.0,0.0,0.0,19.75,0.55,0.0
20230615:0003,0.0,0.0,0.0,19.85,0.76,0.0
20230615:0103,0.0,0.0,0.0,19.81,0.76,0.0
20230615:0203,0.0,0.0,0.0,19.92,0.9,0.0
20230615:0303,0.0,0.0,0.0,19.87,1.1,0.0
20230615:0403,0.0,0.0,0.0,19.88,1.59,0.0
20230615:0503,0.0,0.0,0.0,19.89,2.07,0.0
20230615:0603,0.0,0.0,0.0,19.69,2.14,0.0
20230615:0703,0.0,0.0,0.0,19.66,2.14,0.0
20230615:0803,0.0,0.0,0.0,19.67,2.34,0.0
20230615:0903,0.0,0.0,0.0,19.76,2.34,0.0
20230615:1003,29040.0,25.0,4.87,19.86,2.62,0.0
20230615:1103,363907.5,188.0,16.65,20.43,2.48,0.0
20230615:1203,546507.5,260.0,27.26,21.3,2.21,0.0
20230615:1303,629310.0,297.0,36.01,21.96,1.79,0.0
20230615:1403,369957.5,183.0,41.85,22.53,1.24,0.0
20230615:1503,773740.0,366.0,43.66,22.69,0.69,0.0
20230615:1603,557837.5,268.0,40.99,22.29,0.28,0.0
20230615:1703,89760.0,56.0,34.5,21.82,0.62,0.0
20230615:1803,43752.5,33.0,25.32,20.85,0.97,0.0
20230615:1903,15180.0,17.0,14.43,20.15,0.83,0.0
20230615:2003,0.0,1.0,2.48,20.16,1.03,0.0
20230615:2103,0.0,0.0,0.0,19.58,0.76,0.0
20230615:2203,0.0,0.0,0.0,20.05,0.28,0.0
20230615:2303,0.0,0.0,0.0,20.13,0.76,0.0
20230616:0003,0.0,0.0,0.0,20.33,1.52,0.0
20230616:0103,0.0,0.0,0.0,20.35,1.72,0.0
20230616:0203,0.0,0.0,0.0,20.52,2.14,0.0
20230616:0303,0.0,0.0,0.0,20.55,2.48,0.0
20230616:0403,0.0,0.0,0.0,20.53,2.62,0.0
20230616:0503,0.0,0.0,0.0,20.49,2.48,0.0
20230616:0603,0.0,0.0,0.0,20.44,2.34,0.0
20230616:0703,0.0,0.0,0.0,20.37,2.14,0.0
20230616:0803,0.0,0.0,0.0,20.3,1.93,0.0
20230616:0903,0.0,0.0,0.0,20.29,1.59,0.0
20230616:1003,20130.0,20.0,4.81,20.63,1.79,0.0
20230616:1103,39930.0,31.0,16.59,21.06,2.14,0.0
20230616:1203,211117.5,111.0,27.2,20.7,2.34,0.0
20230616:1303,512737.5,243.0,35.95,20.31,2.34,0.0
20230616:1403,116105.0,68.0,41.79,20.57,2.14,0.0
20230616:1503,146245.0,82.0,43.62,21.08,2.21,0.0
20230616:1603,135190.0,77.0,40.97,21.26,2.21,0.0
20230616:1703,453310.0,218.0,34.49,21.18,2.14,0.0
20230616:1803,67430.0,45.0,25.33,21.26,2.28,0.0
20230616:1903,182792.5,100.0,14.45,21.15,2.41,0.0
20230616:2003,0.0,1.0,2.5,20.65,2.21,0.0
20230616:2103,0.0,0.0,0.0,20.02,1.86,0.0
20230616:2203,0.0,0.0,0.0,19.81,1.17,0.0
20230616:2303,0.0,0.0,0.0,19.75,1.45,0.0
20230617:0003,0.0,0.0,0.0,19.76,1.66,0.0
20230617:0103,0.0,0.0,0.0,19.34,1.72,0.0
20230617:0203,0.0,0.0,0.0,19.16,2.21,0.0
20230617:0303,0.0,0.0,0.0,18.97,2.14,0.0
20230617:0403,0.0,0.0,0.0,19.19,2.28,0.0
20230617:0503,0.0,0.0,0.0,18.82,2.34,0.0
20230617:0603,0.0,0.0,0.0,18.57,2.21,0.0
20230617:0703,0.0,0.0,0.0,18.42,2.48,0.0
20230617:0803,0.0,0.0,0.0,18.37,2.83,0.0
20230617:0903,0.0,0.0,0.0,18.13,2.76,0.0
20230617:1003,29342.5,25.0,4.75,18.04,2.62,0.0
20230617:1103,348067.5,177.0,16.53,18.12,2.48,0.0
20230617:1203,451962.5,215.0,27.14,18.5,2.41,0.0
20230617:1303,279840.0,140.0,35.9,18.46,2.48,0.0
20230617:1403,615670.0,286.0,41.75,18.77,2.62,0.0
20230617:1503,1012495.0,461.0,43.59,19.26,2.76,0.0
20230617:1603,299557.5,149.0,40.96,19.41,3.17,0.0
20230617:1703,192417.5,102.0,34.49,19.45,3.38,0.0
20230617:1803,267767.5,135.0,25.34,19.26,3.52,0.0
20230617:1903,62260.0,42.0,14.47,18.69,3.45,0.0
20230617:2003,4895.0,10.0,2.53,18.18,3.24,0.0
20230617:2103,0.0,0.0,0.0,17.61,3.03,0.0
20230617:2203,0.0,0.0,0.0,17.29,2.83,0.0
20230617:2303,0.0,0.0,0.0,17.1,2.62,0.0
20230618:0003,0.0,0.0,0.0,17.19,2.41,0.0
20230618:0103,0.0,0.0,0.0,16.75,2.48,0.0
20230618:0203,0.0,0.0,0.0,17.13,2.34,0.0
20230618:0303,0.0,0.0,0.0,16.78,2.14,0.0
20230618:0403,0.0,0.0,0.0,16.55,2.0,0.0
20230618:0503,0.0,0.0,0.0,16.21,1.93,0.0
20230618:0603,0.0,0.0,0.0,16.24,1.86,0.0
20230618:0703,0.0,0.0,0.0,16.31,1.93,0.0
20230618:0803,0.0,0.0,0.0,16.42,2.0,0.0
20230618:0903,0.0,0.0,0.0,16.4,2.14,0.0
20230618:1003,29590.0,25.0,4.69,16.56,2.48,0.0
20230618:1103,459195.0,237.99,16.47,17.15,2.55,0.0
20230618:1203,902082.5,415.99,27.09,17.6,2.34,0.0
20230618:1303,1222760.0,552.99,35.85,17.96,2.34,0.0
20230618:1403,1273937.5,576.99,41.71,18.58,2.48,0.0
20230618:1503,1355227.5,614.99,43.56,19.26,2.69,0.0
20230618:1603,1076432.5,488.99,40.95,19.36,2.9,0.0
20230618:1703,384945.0,186.0,34.5,19.26,3.1,0.0
20230618:1803,158977.5,87.0,25.36,19.14,3.24,0.0
20230618:1903,29260.0,25.0,14.5,18.51,3.31,0.0
20230618:2003,0.0,2.0,2.56,17.99,3.1,0.0
20230618:2103,0.0,0.0,0.0,17.66,2.76,0.0
20230618:2203,0.0,0.0,0.0,17.35,2.62,0.0
20230618:2303,0.0,0.0,0.0,17.44,2.41,0.0
20230619:0003,0.0,0.0,0.0,17.36,2.0,0.0
20230619:0103,0.0,0.0,0.0,17.34,1.72,0.0
20230619:0203,0.0,0.0,0.0,17.18,1.66,0.0
20230619:0303,0.0,0.0,0.0,16.84,1.66,0.0
20230619:0403,0.0,0.0,0.0,16.54,1.52,0.0
20230619:0503,0.0,0.0,0.0,16.04,1.38,0.0
20230619:0603,0.0,0.0,0.0,15.69,1.38,0.0
20230619:0703,0.0,0.0,0.0,15.72,1.31,0.0
20230619:0803,0.0,0.0,0.0,15.02,1.52,0.0
20230619:0903,0.0,0.0,0.0,14.97,1.59,0.0
20230619:1003,31405.0,26.0,4.64,16.58,1.24,0.0
20230619:1103,319247.5,162.0,16.42,16.95,1.17,0.0
20230619:1203,220522.5,114.0,27.04,17.76,1.1,0.0
20230619:1303,183755.0,98.0,35.81,18.38,1.17,0.0
20230619:1403,819142.5,378.0,41.68,19.02,1.45,0.0
20230619:1503,1372222.5,626.99,43.55,19.51,2.07,0.0
20230619:1603,1190255.0,540.99,40.95,19.49,2.62,0.0
20230619:1703,958952.5,436.99,34.51,19.37,2.9,0.0
20230619:1803,402462.5,194.0,25.38,19.25,3.03,0.0
20230619:1903,153752.5,85.0,14.53,18.67,2.97,0.0
20230619:2003,0.0,2.0,2.6,18.05,2.76,0.0
20230619:2103,0.0,0.0,0.0,17.37,2.41,0.0
20230619:2203,0.0,0.0,0.0,17.02,2.14,0.0
20230619:2303,0.0,0.0,0.0,16.8,2.0,0.0
20230620:0003,0.0,0.0,0.0,16.6,1.93,0.0
20230620:0103,0.0,0.0,0.0,16.87,2.0,0.0
20230620:0203,0.0,0.0,0.0,16.77,2.07,0.0
20230620:0303,0.0,0.0,0.0,16.74,2.0,0.0
20230620:0403,0.0,0.0,0.0,16.0,2.07,0.0
20230620:0503,0.0,0.0,0.0,16.24,2.0,0.0
20230620:0603,0.0,0.0,0.0,16.06,1.93,0.0
20230620:0703,0.0,0.0,0.0,16.05,2.07,0.0
20230620:0803,0.0,0.0,0.0,16.29,1.93,0.0
20230620:0903,0.0,0.0,0.0,16.23,2.21,0.0
20230620:1003,29562.5,25.0,4.59,16.58,2.21,0.0
20230620:1103,436205.0,224.99,16.38,17.0,2.41,0.0
20230620:1203,867212.5,398.99,27.0,17.41,2.62,0.0
20230620:1303,1217590.0,548.99,35.77,17.99,2.76,0.0
20230620:1403,1428295.0,644.99,41.65,18.56,2.76,0.0
20230620:1503,1492507.5,678.99,43.54,19.75,2.69,0.0
20230620:1603,1378162.5,629.99,40.96,20.48,2.41,0.0
20230620:1703,1083087.5,497.99,34.53,20.99,2.34,0.0
20230620:1803,757130.0,357.99,25.41,21.26,2.55,0.0
20230620:1903,310970.0,167.0,14.56,21.05,2.97,0.0
20230620:2003,7562.5,12.0,2.64,20.24,2.97,0.0
20230620:2103,0.0,0.0,0.0,18.18,3.59,0.0
20230620:2203,0.0,0.0,0.0,17.98,3.45,0.0
20230620:2303,0.0,0.0,0.0,18.06,3.24,0.0
20230621:0003,0.0,0.0,0.0,17.87,3.03,0.0
20230621:0103,0.0,0.0,0.0,17.76,2.9,0.0
20230621:0203,0.0,0.0,0.0,17.3,2.9,0.0
20230621:0303,0.0,0.0,0.0,17.36,2.76,0.0
20230621:0403,0.0,0.0,0.0,17.12,2.55,0.0
20230621:0503,0.0,0.0,0.0,16.68,2.41,0.0
20230621:0603,0.0,0.0,0.0,16.13,2.41,0.0
20230621:0703,0.0,0.0,0.0,15.63,2.41,0.0
20230621:0803,0.0,0.0,0.0,15.13,2.48,0.0
20230621:0903,0.0,0.0,0.0,14.88,2.48,0.0
20230621:1003,27857.5,24.0,4.55,15.89,2.41,0.0
20230621:1103,441320.0,227.99,16.33,16.96,2.69,0.0
20230621:1203,883712.5,406.99,26.96,17.66,2.69,0.0
20230621:1303,1224135.0,553.99,35.74,18.63,2.69,0.0
20230621:1403,1415892.5,646.99,41.63,20.02,2.28,0.0
20230621:1503,1451147.5,670.99,43.53,21.6,2.0,0.0
20230621:1603,1362130.0,629.99,40.97,22.11,2.07,0.0
20230621:1703,1122660.0,519.99,34.56,22.67,2.41,0.0
20230621:1803,799287.5,379.99,25.44,22.68,2.9,0.0
20230621:1903,356537.5,196.99,14.6,22.27,3.31,0.0
20230621:2003,7507.5,12.0,2.68,21.1,2.97,0.0
20230621:2103,0.0,0.0,0.0,19.52,3.45,0.0
20230621:2203,0.0,0.0,0.0,19.08,3.17,0.0
20230621:2303,0.0,0.0,0.0,19.06,3.17,0.0
20230622:0003,0.0,0.0,0.0,18.94,3.31,0.0
20230622:0103,0.0,0.0,0.0,17.7,3.31,0.0
20230622:0203,0.0,0.0,0.0,17.48,3.31,0.0
20230622:0303,0.0,0.0,0.0,17.08,3.17,0.0
20230622:0403,0.0,0.0,0.0,16.94,3.17,0.0
20230622:0503,0.0,0.0,0.0,16.65,2.83,0.0
20230622:0603,0.0,0.0,0.0,16.46,2.69,0.0
20230622:0703,0.0,0.0,0.0,16.61,2.83,0.0
20230622:0803,0.0,0.0,0.0,16.51,3.24,0.0
20230622:0903,0.0,0.0,0.0,16.42,3.31,0.0
20230622:1003,27692.5,24.0,4.5,17.01,3.45,0.0
20230622:1103,423857.5,218.99,16.29,17.75,3.59,0.0
20230622:1203,851785.0,393.99,26.93,19.14,3.31,0.0
20230622:1303,1180767.5,537.99,35.71,20.45,2.97,0.0
20230622:1403,1392160.0,638.99,41.62,21.73,2.62,0.0
20230622:1503,1436462.5,669.99,43.54,23.32,1.93,0.0
20230622:1603,1355750.0,638.99,40.99,23.82,1.17,0.0
20230622:1703,1129122.5,533.99,34.59,24.15,0.97,0.0
20230622:1803,792907.5,383.99,25.48,24.22,1.17,0.0
20230622:1903,357610.0,200.99,14.64,23.9,1.79,0.0
20230622:2003,7425.0,12.0,2.72,22.5,2.21,0.0
20230622:2103,0.0,0.0,0.0,21.82,2.14,0.0
20230622:2203,0.0,0.0,0.0,20.29,2.41,0.0
20230622:2303,0.0,0.0,0.0,18.68,2.62,0.0
20230623:0003,0.0,0.0,0.0,18.19,2.9,0.0
20230623:0103,0.0,0.0,0.0,18.29,3.1,0.0
20230623:0203,0.0,0.0,0.0,18.1,2.97,0.0
20230623:0303,0.0,0.0,0.0,18.05,2.83,0.0
20230623:0403,0.0,0.0,0.0,17.89,2.55,0.0
20230623:0503,0.0,0.0,0.0,17.55,2.48,0.0
20230623:0603,0.0,0.0,0.0,17.41,2.55,0.0
20230623:0703,0.0,0.0,0.0,17.43,2.76,0.0
20230623:0803,0.0,0.0,0.0,17.31,3.03,0.0
20230623:0903,0.0,0.0,0.0,17.31,3.17,0.0
20230623:1003,27527.5,24.0,4.47,17.98,3.59,0.0
20230623:1103,363962.5,186.0,16.26,18.47,3.86,0.0
20230623:1203,852225.0,393.99,26.9,19.18,3.52,0.0
